n_tokens_title,n_tokens_content,n_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_avg_avg,self_reference_avg_sharess,is_weekend,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,LDA_00,LDA_01,LDA_02,LDA_03,global_subjectivity,global_sentiment_polarity,rate_positive_words,avg_positive_polarity,avg_negative_polarity,title_subjectivity,title_sentiment_polarity,media_per_100_words,shares
12.0,5.673323267171493,0.599999997931,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.0,4.70344827586,6.0,7.6514807611452005,6.210600077024653,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.866664050255,0.0333342094255,0.0333342858061,0.0333337609568,0.458072100313,0.176358411703,0.821428571429,0.296640316206,-0.201666666667,0.2,0.141666666667,0.3436426116838488,877
13.0,6.543911845564792,0.474999999301,2.0794415416798357,2.0794415416798357,0.6931471805599453,0.6931471805599453,4.6325648415,9.0,8.043446196916308,9.689737246238513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.244370497617,0.0222267248487,0.32787083502,0.0222381959722,0.525483630952,0.15511617289,0.69387755102,0.368471479501,-0.180873015873,0.0,0.0,0.28776978417266186,11200
13.0,5.786897381366708,0.562893079991,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.6931471805599453,4.11076923077,10.0,7.915707772327243,8.294299608857235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0202827079753,0.284276252373,0.0200170686893,0.0200003258197,0.501841517857,0.245591517857,0.84,0.419075963719,-0.185416666667,0.535714285714,0.285714285714,0.6134969325153374,2100
12.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,8.0,8.380854324488046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0250001756445,0.507158338057,0.0250002889013,0.417841130335,0.0,0.0,0.0,0.0,0.0,0.518181818182,0.245454545455,100.0,1100
7.0,6.448889394146858,0.5024311175,2.70805020110221,1.9459101490553132,1.9459101490553132,0.0,4.35499207607,10.0,7.975768443886303,7.0909098220799835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.159696761349,0.0207457039438,0.0200101404314,0.221344551036,0.506162337662,0.0828203463203,0.615384615385,0.345178571429,-0.270833333333,1.0,0.0,0.9493670886075949,3000
12.0,6.38856140554563,0.524137930131,2.3978952727983707,0.6931471805599453,1.3862943611198906,0.6931471805599453,4.97474747475,10.0,7.756351893709831,7.170888478512505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0200033693911,0.0200036394427,0.532119417936,0.0200022276364,0.435369670733,0.0865850714942,0.586956521739,0.294416386083,-0.172326649958,1.0,-0.8,0.6722689075630253,614
11.0,5.6240175061873385,0.605166049427,2.4849066497880004,2.1972245773362196,0.0,0.6931471805599453,4.40942028986,6.0,8.261701856010102,7.523481312573497,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0334332154426,0.866412595009,0.033414896219,0.0334044047295,0.467845117845,0.14111952862,0.846153846154,0.281336088154,-0.175,1.0,0.25,0.36101083032490977,1800
10.0,5.342334251964811,0.630541868815,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,4.97596153846,4.0,8.335036088463008,8.630700432209832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.799998691389,0.0500001370796,0.0500011071102,0.0500000421212,0.406770833333,0.1875,0.833333333333,0.33,-0.15,0.4,-0.2,0.4784688995215311,2300
12.0,6.434546518787453,0.564846415418,3.9318256327243257,1.0986122886681098,0.6931471805599453,0.0,5.10450160772,4.0,8.081587157614795,6.834108738813838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500002639345,0.050102233549,0.549987065781,0.299910287197,0.446488662132,-0.0661541950113,0.566666666667,0.323277310924,-0.490491452991,1.0,-0.5,0.16051364365971107,1900
10.0,7.653494909661253,0.339192398889,2.5649493574615367,1.0986122886681098,2.1972245773362196,0.6931471805599453,4.41765543427,10.0,8.246847922504715,7.972810784121404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200119409604,0.322692585505,0.020000414085,0.617294820147,0.5200718065,0.134500593888,0.681034482759,0.430997588909,-0.295195195195,0.0,0.0,0.4269449715370019,8300
8.0,6.329720905522696,0.538602940186,2.772588722239781,0.0,0.6931471805599453,0.0,4.77142857143,8.0,7.123581028722749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.539801046671,0.0250105205251,0.385175802936,0.0250063404933,0.440287490287,0.0399128649129,0.576923076923,0.322821067821,-0.215584415584,0.0666666666667,0.0,0.17825311942959002,618
